frame_num,x,y,w,h,x_c,y_c,confidence
47,1022,552,133,59,1089,582,0.95
47,654,796,100,41,704,816,0.92
47,523,0,460,270,753,135,0.67
48,1436,633,293,156,1583,711,0.96
48,384,728,189,79,479,768,0.96
48,0,355,147,87,74,399,0.95
48,1024,554,131,60,1090,584,0.95
48,650,794,101,42,701,815,0.92
48,513,0,461,274,744,137,0.79
49,377,731,192,81,473,772,0.96
49,1439,639,296,157,1587,717,0.96
49,0,359,148,86,74,402,0.95
49,1021,559,133,57,1088,588,0.95
49,648,796,102,44,699,818,0.91
49,502,0,465,284,735,142,0.84
50,369,726,195,80,466,766,0.96
50,1439,636,295,155,1587,714,0.96
50,0,359,148,84,74,401,0.95
50,1022,558,133,58,1089,587,0.95
50,646,792,101,44,696,814,0.92
50,499,0,463,279,731,139,0.9
50,1516,632,162,66,1598,665,0.64
51,1441,649,298,155,1590,727,0.96
51,362,735,197,81,461,776,0.96
51,0,363,146,86,73,406,0.95
51,1022,564,133,59,1089,593,0.95
51,640,796,103,53,692,823,0.91
51,491,0,468,297,726,148,0.89
52,1441,627,295,159,1589,707,0.97
52,355,716,200,84,455,758,0.96
52,1022,556,133,59,1088,586,0.95
52,0,355,147,86,73,398,0.95
52,639,786,100,44,689,808,0.91
52,495,0,463,274,726,137,0.78
53,1442,637,295,155,1590,715,0.96
53,347,719,202,84,448,761,0.96
53,1021,559,133,58,1088,589,0.95
53,0,358,148,86,74,402,0.95
53,492,0,465,279,725,139,0.92
53,634,787,102,43,686,809,0.91
54,1439,624,295,159,1587,703,0.97
54,343,707,204,85,445,750,0.96
54,0,353,149,88,74,397,0.95
54,1022,553,133,61,1088,584,0.95
54,629,780,106,45,682,802,0.92
54,496,0,462,268,727,134,0.49
55,1437,614,295,160,1584,694,0.96
55,333,698,209,87,438,741,0.96
55,0,350,150,88,75,395,0.95
55,1021,550,133,61,1088,581,0.95
55,623,771,112,48,679,795,0.92
55,502,0,460,259,732,129,0.71
56,326,689,212,96,432,737,0.96
56,0,344,151,96,75,392,0.96
56,1436,606,290,170,1582,691,0.96
56,1022,543,131,69,1088,578,0.95
56,619,767,111,49,675,792,0.93
56,503,0,460,266,733,133,0.62
57,0,349,149,102,74,400,0.96
57,315,701,217,101,424,752,0.96
57,1440,622,286,177,1584,711,0.96
57,1022,548,132,73,1088,585,0.96
57,615,773,115,52,673,800,0.91
57,504,0,464,295,736,147,0.59
58,0,337,152,110,76,392,0.97
58,308,668,219,128,417,732,0.96
58,1438,592,274,194,1575,689,0.96
58,1024,533,127,85,1087,576,0.96
58,608,758,116,63,666,789,0.9
59,0,333,152,117,76,391,0.97
59,1024,527,123,94,1086,574,0.96
59,299,656,223,140,411,726,0.96
59,1435,588,273,201,1571,689,0.95
59,600,752,120,68,660,786,0.59
60,0,334,150,117,75,393,0.97
60,1021,526,126,94,1084,574,0.96
60,288,653,226,142,401,724,0.96
60,1427,591,270,199,1563,691,0.96
60,596,749,120,70,656,784,0.84
61,0,337,149,111,75,393,0.97
61,1418,602,268,188,1552,696,0.97
61,280,659,228,131,395,725,0.96
61,1019,529,127,88,1083,574,0.96
61,594,749,118,69,653,784,0.86
62,0,349,148,102,74,400,0.97
62,1402,626,271,172,1538,713,0.97
62,264,675,233,116,381,733,0.96
62,1016,538,130,80,1082,578,0.96
62,583,756,125,60,646,786,0.92
62,548,0,448,300,773,150,0.65
63,1390,630,269,165,1525,713,0.97
63,0,350,147,99,74,400,0.96
63,253,674,237,107,372,728,0.96
63,1013,539,133,75,1080,577,0.95
63,576,754,121,58,637,783,0.93
63,556,0,446,295,780,147,0.71
64,1376,651,269,156,1511,729,0.97
64,241,687,238,104,361,739,0.97
64,0,360,143,94,71,407,0.96
64,1010,546,133,71,1077,582,0.95
64,569,760,120,55,629,787,0.94
64,568,0,438,310,787,155,0.79
65,1363,640,265,152,1496,716,0.97
65,234,669,240,104,354,721,0.96
65,0,355,145,92,72,401,0.96
65,1007,539,134,70,1074,574,0.95
65,563,748,126,54,626,776,0.93
65,580,0,437,294,799,147,0.86
66,1352,661,262,145,1483,734,0.97
66,221,680,243,102,343,732,0.96
66,1004,544,134,68,1071,578,0.95
66,0,363,143,88,71,408,0.95
66,555,753,131,56,621,781,0.93
66,589,0,436,311,808,155,0.78
67,1339,681,260,140,1470,751,0.96
67,205,695,247,100,329,745,0.96
67,1003,551,132,65,1069,584,0.96
67,0,373,139,86,69,416,0.95
67,547,759,124,55,609,787,0.93
67,599,8,435,324,817,170,0.9
68,1327,696,256,132,1455,762,0.97
68,194,701,250,99,319,751,0.96
68,998,555,134,63,1065,587,0.95
68,0,379,137,83,68,420,0.95
68,541,761,124,56,603,790,0.94
68,611,31,430,314,826,188,0.9
69,1318,704,254,133,1445,770,0.97
69,996,558,135,62,1064,589,0.96
69,0,383,136,84,68,425,0.95
69,186,707,251,98,312,756,0.95
69,535,765,129,56,600,793,0.94
69,622,46,431,305,837,199,0.9
70,1302,731,250,126,1427,794,0.97
70,169,726,254,99,296,776,0.96
70,0,395,132,79,66,435,0.95
70,992,566,136,62,1060,597,0.95
70,633,86,425,295,846,234,0.93
70,525,775,129,61,589,806,0.9
71,1290,751,247,121,1414,812,0.97
71,155,744,257,97,284,793,0.96
71,988,573,135,64,1056,605,0.95
71,0,405,128,79,64,445,0.94
71,517,785,126,54,580,813,0.94
71,646,120,431,287,861,263,0.94
72,1280,758,243,118,1402,817,0.96
72,985,572,138,64,1054,604,0.96
72,147,747,259,97,276,795,0.96
72,661,131,418,279,871,271,0.94
72,512,785,128,55,576,813,0.94
72,0,409,127,77,63,447,0.94
73,1270,767,241,120,1391,828,0.97
73,982,575,138,63,1051,607,0.95
73,139,757,260,94,269,804,0.95
73,672,151,427,274,886,289,0.95
73,505,791,131,56,571,819,0.94
73,0,414,125,77,62,453,0.94
74,1257,780,235,111,1375,836,0.96
74,129,762,261,96,260,810,0.96
74,979,576,137,62,1048,608,0.95
74,691,169,425,267,904,303,0.95
74,500,793,129,54,564,821,0.94
74,0,417,123,79,61,457,0.94
75,706,185,422,260,918,315,0.97
75,1245,789,232,108,1361,843,0.96
75,122,768,261,95,253,816,0.96
75,976,578,137,62,1045,609,0.95
75,493,796,130,53,559,823,0.95
75,0,420,121,78,60,459,0.94
76,1234,793,228,107,1348,847,0.96
76,726,195,413,258,933,324,0.96
76,116,770,260,93,247,817,0.96
76,972,577,138,63,1041,609,0.95
76,487,797,131,55,553,824,0.95
76,0,422,120,78,60,461,0.93
77,737,209,413,251,944,335,0.96
77,1222,798,224,108,1334,852,0.96
77,110,776,261,93,241,823,0.96
77,968,578,139,62,1037,609,0.95
77,483,800,130,54,548,827,0.95
77,0,429,119,73,59,466,0.93
78,754,197,408,251,958,323,0.96
78,1210,791,220,103,1320,843,0.96
78,109,763,259,94,239,810,0.96
78,963,570,138,63,1033,601,0.95
78,482,792,129,54,547,819,0.94
78,0,421,119,79,60,460,0.93
79,771,196,401,248,971,320,0.97
79,1203,788,217,103,1312,839,0.96
79,481,789,129,55,545,816,0.96
79,962,566,139,63,1031,597,0.95
79,0,419,119,80,59,459,0.94
79,110,759,258,92,239,805,0.94
80,1190,784,212,100,1296,835,0.96
80,787,192,397,248,986,316,0.96
80,109,749,256,92,237,795,0.96
80,957,559,138,63,1026,591,0.96
80,479,784,126,52,543,811,0.94
80,0,418,120,79,60,458,0.93
81,804,190,392,243,1000,312,0.97
81,110,744,253,93,237,790,0.96
81,1179,780,208,100,1284,830,0.96
81,953,554,139,64,1023,586,0.96
81,478,782,124,52,540,808,0.94
81,0,417,119,78,59,456,0.93
82,818,181,390,242,1013,302,0.97
82,1171,772,205,98,1274,822,0.96
82,113,733,250,91,238,778,0.96
82,950,547,139,64,1020,579,0.96
82,476,774,125,55,539,802,0.94
82,0,414,119,78,59,453,0.93
83,834,190,383,240,1025,310,0.97
83,1161,774,201,99,1262,824,0.96
83,946,547,139,63,1016,578,0.96
83,113,737,250,89,238,782,0.94
83,476,777,123,54,537,804,0.94
83,0,416,117,77,59,455,0.94
84,846,182,379,239,1036,301,0.97
84,1153,772,197,94,1252,819,0.96
84,116,728,246,89,240,773,0.96
84,943,539,141,66,1014,572,0.95
84,475,772,122,56,537,800,0.94
84,0,412,119,78,59,452,0.93
85,857,202,377,233,1046,319,0.97
85,939,541,138,67,1009,575,0.96
85,1144,780,195,93,1241,827,0.96
85,475,778,121,52,536,805,0.94
85,0,418,115,75,57,456,0.94
85,116,739,244,88,238,783,0.93
85,196,781,96,45,245,803,0.64
86,865,190,375,232,1053,306,0.97
86,1138,772,192,92,1234,818,0.96
86,935,534,141,67,1006,568,0.96
86,120,729,240,87,240,772,0.96
86,0,412,115,79,58,452,0.95
86,475,772,123,53,537,799,0.94
87,880,174,370,233,1065,291,0.96
87,1127,762,188,89,1222,807,0.96
87,932,523,140,67,1002,556,0.96
87,131,712,233,88,247,757,0.95
87,479,764,119,50,539,789,0.94
87,0,406,118,75,59,444,0.93
88,890,166,365,234,1072,283,0.97
88,136,704,231,87,251,748,0.96
88,1120,753,186,93,1213,799,0.96
88,928,515,140,68,999,550,0.95
88,481,759,118,51,540,785,0.94
88,0,402,117,74,58,440,0.93
89,896,175,361,235,1076,292,0.96
89,1112,761,185,88,1205,805,0.96
89,137,711,229,87,251,754,0.96
89,926,515,139,71,996,551,0.96
89,480,764,118,50,540,789,0.94
89,0,406,115,75,58,444,0.93
90,905,162,356,253,1083,289,0.97
90,1104,749,183,103,1196,801,0.96
90,921,504,137,82,990,545,0.96
90,147,709,219,92,256,755,0.95
90,484,763,116,54,542,790,0.94
90,0,400,113,86,56,444,0.93
91,161,686,207,104,264,738,0.97
91,1098,732,181,108,1189,786,0.96
91,920,488,135,90,988,533,0.96
91,911,134,346,270,1084,269,0.95
91,489,751,112,58,545,781,0.94
91,0,390,112,90,56,435,0.93
92,172,670,201,109,273,725,0.96
92,1092,718,177,112,1181,774,0.96
92,916,476,136,95,985,523,0.96
92,927,117,333,276,1094,256,0.95
92,496,742,109,63,551,774,0.94
92,0,380,111,96,56,428,0.93
93,1087,730,176,104,1175,782,0.96
93,910,484,141,86,981,527,0.96
93,176,686,206,97,279,735,0.96
93,929,139,332,260,1095,269,0.95
93,0,390,112,86,56,434,0.95
93,496,752,114,55,554,780,0.94
94,1083,725,173,100,1169,776,0.97
94,934,134,329,254,1099,262,0.97
94,908,479,141,84,979,521,0.96
94,186,681,205,92,289,727,0.96
94,0,387,117,86,58,431,0.95
94,502,748,111,56,557,777,0.93
95,939,149,328,246,1104,272,0.97
95,1078,731,171,94,1164,778,0.96
95,196,688,203,85,298,731,0.96
95,905,481,142,82,977,522,0.96
95,0,391,120,84,60,433,0.95
95,505,753,114,50,563,778,0.94
96,945,144,325,243,1108,266,0.97
96,1077,727,169,92,1161,773,0.97
96,205,683,202,85,306,726,0.96
96,905,475,142,81,976,516,0.96
96,0,389,123,82,61,430,0.95
96,511,749,111,51,566,774,0.94
97,1073,727,165,89,1156,772,0.97
97,952,153,321,235,1113,270,0.97
97,219,684,198,81,318,725,0.96
97,902,475,142,80,973,515,0.96
97,0,390,128,80,64,430,0.95
97,517,752,109,46,572,775,0.92
98,955,161,319,229,1115,276,0.97
98,1071,727,163,88,1153,771,0.97
98,226,686,197,78,325,725,0.96
98,902,475,141,78,972,515,0.96
98,0,391,131,78,65,431,0.95
98,521,752,110,45,577,775,0.93
99,960,170,313,222,1117,281,0.97
99,1068,730,159,83,1148,772,0.96
99,899,475,143,78,971,514,0.96
99,241,689,190,75,336,727,0.95
99,0,395,135,76,67,433,0.95
99,529,755,107,44,583,777,0.92
100,963,164,310,219,1118,274,0.97
100,1066,722,157,82,1145,764,0.96
100,254,683,187,73,347,720,0.96
100,899,469,140,77,969,507,0.96
100,0,390,140,76,70,428,0.95
100,536,753,107,41,589,773,0.91
101,967,181,305,212,1119,288,0.97
101,1063,727,156,82,1142,769,0.96
101,898,476,140,73,968,513,0.96
101,264,692,183,71,356,728,0.96
101,0,397,143,73,71,433,0.95
101,542,759,102,42,593,780,0.93
102,967,200,303,206,1119,303,0.97
102,1061,735,155,81,1139,775,0.96
102,896,481,140,73,967,518,0.96
102,274,701,178,70,364,736,0.95
102,0,402,144,72,72,439,0.95
102,547,763,102,42,598,784,0.9
103,968,190,301,206,1118,294,0.97
103,282,695,176,69,370,730,0.96
103,896,476,140,73,966,512,0.96
103,1060,726,153,81,1137,767,0.96
103,0,397,146,73,73,434,0.95
103,551,760,103,40,603,780,0.92
104,965,222,298,197,1114,321,0.97
104,1057,738,152,80,1133,778,0.96
104,295,711,172,68,381,746,0.96
104,2,409,146,71,75,445,0.96
104,896,486,137,72,965,523,0.95
104,557,770,101,41,608,791,0.93
105,964,233,294,192,1111,330,0.97
105,1056,741,150,79,1131,781,0.96
105,895,489,136,73,963,526,0.96
105,303,717,169,65,388,750,0.96
105,5,412,147,70,78,448,0.95
105,557,776,105,38,609,795,0.89
106,962,241,294,190,1109,336,0.97
106,1054,744,150,79,1130,784,0.96
106,894,492,137,71,962,528,0.95
106,6,415,147,70,80,450,0.95
106,309,722,168,64,393,754,0.95
106,558,781,107,43,611,803,0.73
107,957,256,289,185,1102,349,0.97
107,1052,750,148,75,1127,788,0.96
107,892,498,136,70,961,534,0.95
107,10,420,143,69,82,455,0.95
107,321,730,163,63,403,762,0.95
107,572,784,92,40,619,804,0.87
108,954,252,286,180,1098,343,0.97
108,893,496,134,69,960,531,0.95
108,13,418,142,68,84,452,0.95
108,1051,746,147,71,1125,782,0.95
108,328,726,160,61,408,757,0.95
108,577,782,93,38,624,801,0.9
109,948,281,285,176,1091,369,0.97
109,1049,757,148,75,1123,795,0.96
109,14,429,145,68,87,463,0.95
109,335,743,158,61,414,773,0.95
109,893,508,133,70,960,544,0.95
109,581,795,89,36,626,813,0.86
110,941,293,281,169,1081,377,0.97
110,1048,758,146,75,1122,795,0.96
110,891,513,134,67,958,547,0.95
110,344,747,156,60,422,778,0.95
110,18,432,143,67,90,466,0.95
110,600,802,61,33,630,819,0.87
111,932,315,280,167,1072,399,0.97
111,1045,769,147,74,1119,806,0.96
111,351,761,153,57,428,790,0.95
111,890,523,133,65,956,556,0.95
111,20,441,144,66,92,475,0.95
111,595,805,83,34,636,822,0.91
112,925,330,276,165,1064,413,0.97
112,1045,774,145,74,1118,811,0.96
112,890,532,132,63,956,564,0.95
112,358,768,151,58,434,798,0.95
112,22,448,143,64,94,480,0.95
112,597,809,84,35,639,827,0.9
113,916,347,274,161,1054,427,0.97
113,25,453,142,64,96,486,0.95
113,890,539,131,65,955,572,0.95
113,364,778,148,56,438,806,0.95
113,1042,782,147,72,1116,818,0.94
113,597,815,85,34,640,832,0.91
113,1051,781,113,47,1108,805,0.42
114,907,361,272,155,1043,439,0.97
114,1042,785,145,72,1115,822,0.96
114,369,785,148,55,443,813,0.95
114,888,546,131,62,954,577,0.95
114,27,458,141,63,97,490,0.95
114,601,819,85,36,643,837,0.91
115,898,374,271,154,1034,451,0.97
115,1041,789,146,75,1114,827,0.95
115,373,791,146,54,447,818,0.95
115,29,464,139,62,98,495,0.95
115,888,553,130,61,953,583,0.95
115,604,823,84,36,646,841,0.91
116,886,388,267,150,1020,463,0.97
116,889,560,129,61,953,590,0.95
116,1039,795,147,75,1113,832,0.95
116,380,798,144,55,452,826,0.95
116,32,470,138,60,101,501,0.95
116,608,829,83,33,650,845,0.92
117,874,404,266,145,1008,477,0.97
117,887,569,127,59,951,599,0.95
117,386,807,142,54,457,834,0.95
117,34,476,137,59,103,505,0.94
117,1039,800,147,76,1112,838,0.94
117,612,834,80,33,652,851,0.91
118,865,415,264,141,997,486,0.96
118,36,480,138,60,105,510,0.95
118,886,574,128,57,951,603,0.95
118,1037,805,146,75,1110,843,0.94
118,389,812,139,51,459,838,0.93
118,614,837,77,31,653,853,0.91
119,849,426,263,139,981,496,0.97
119,1036,808,146,74,1109,845,0.95
119,39,485,138,58,108,514,0.95
119,395,815,137,52,464,841,0.95
119,886,581,125,55,949,609,0.94
119,620,840,76,31,658,855,0.92
120,836,431,260,137,967,499,0.97
120,1034,807,145,74,1107,844,0.95
120,400,817,137,52,469,843,0.95
120,886,585,124,53,949,612,0.94
120,44,486,133,56,111,514,0.94
120,620,841,79,30,659,856,0.93
121,824,441,255,135,952,508,0.97
121,1034,810,144,72,1106,846,0.95
121,406,821,135,50,473,846,0.95
121,886,589,123,56,947,617,0.94
121,46,491,133,56,113,519,0.93
121,621,843,78,30,660,859,0.92
122,811,444,254,133,938,511,0.97
122,1033,808,143,75,1105,846,0.95
122,411,821,132,50,477,846,0.94
122,48,490,134,60,116,520,0.94
122,885,592,123,53,947,619,0.94
122,623,844,76,31,661,859,0.91
123,800,445,249,136,925,513,0.97
123,1033,808,143,76,1104,846,0.95
123,416,821,129,52,480,847,0.95
123,885,594,120,55,946,622,0.94
123,53,491,134,61,121,522,0.94
123,624,844,82,34,666,861,0.89
124,791,443,241,145,912,516,0.97
124,1033,803,140,83,1103,844,0.95
124,421,823,125,55,484,850,0.95
124,888,593,117,62,947,624,0.94
124,59,490,127,64,123,523,0.94
124,629,844,77,34,667,862,0.9
125,783,445,231,151,899,520,0.97
125,1036,797,134,91,1103,843,0.96
125,892,595,110,65,947,628,0.95
125,427,823,119,59,487,852,0.95
125,65,490,124,69,127,525,0.92
125,631,844,73,35,668,862,0.89
126,778,446,220,155,888,524,0.97
126,1040,794,128,97,1104,842,0.96
126,892,594,108,71,947,630,0.95
126,434,821,113,62,491,852,0.94
126,69,491,121,71,129,526,0.94
126,635,845,71,35,671,862,0.9
127,1045,785,120,99,1106,835,0.96
127,769,439,212,157,875,518,0.96
127,894,592,105,70,947,627,0.95
127,443,816,109,61,498,846,0.94
127,78,487,117,71,137,523,0.94
127,638,841,71,36,674,859,0.87
128,751,464,220,142,862,536,0.97
128,1049,800,118,90,1108,845,0.96
128,896,607,105,62,949,638,0.95
128,448,828,110,56,503,856,0.94
128,76,493,124,72,139,529,0.94
128,640,848,71,31,676,864,0.9
