frame_num,x,y,w,h,x_c,y_c,confidence
46,466,752,126,51,529,777,0.95
46,1441,620,126,66,1504,653,0.95
46,427,606,123,48,489,630,0.94
46,800,873,61,36,830,891,0.94
46,961,847,88,36,1006,865,0.93
46,1254,860,70,27,1289,874,0.93
46,1033,780,85,31,1075,795,0.92
47,1189,186,184,120,1281,246,0.97
47,1434,619,126,66,1497,652,0.95
47,483,756,126,50,546,781,0.95
47,424,606,123,50,486,631,0.94
47,802,874,61,37,833,892,0.94
47,1252,860,69,28,1286,875,0.93
47,1035,780,84,32,1077,796,0.93
47,965,848,91,33,1011,865,0.93
48,1189,188,185,120,1281,248,0.97
48,499,761,126,46,563,784,0.95
48,1427,617,128,68,1491,651,0.95
48,802,876,62,34,834,893,0.94
48,423,607,122,50,484,632,0.94
48,970,850,89,36,1015,868,0.93
48,1249,860,69,29,1284,875,0.93
48,1034,782,85,30,1077,797,0.91
49,1188,191,185,122,1281,252,0.97
49,516,767,126,47,579,790,0.95
49,974,854,91,32,1020,871,0.95
49,1421,616,128,70,1486,651,0.94
49,420,609,123,49,482,634,0.94
49,803,878,61,38,834,897,0.94
49,1038,784,83,32,1080,800,0.93
49,1246,863,71,28,1282,878,0.93
50,1189,189,185,120,1282,250,0.97
50,534,767,124,46,596,790,0.95
50,1415,613,128,68,1479,648,0.95
50,979,853,88,34,1024,870,0.94
50,805,877,58,35,835,895,0.93
50,417,608,126,48,480,632,0.93
50,1037,782,83,31,1078,798,0.93
50,1247,863,63,26,1279,876,0.9
51,1190,197,184,120,1282,258,0.97
51,546,775,122,45,608,798,0.95
51,418,614,123,49,479,639,0.94
51,1407,616,132,70,1474,651,0.94
51,1241,865,71,29,1277,880,0.93
51,983,858,88,35,1027,876,0.93
51,805,881,60,38,836,900,0.93
51,1038,786,84,32,1080,802,0.93
52,1189,187,185,120,1281,248,0.97
52,568,767,119,48,628,791,0.95
52,1399,603,129,70,1464,639,0.95
52,418,606,124,50,480,631,0.94
52,805,875,61,35,836,893,0.94
52,1237,860,71,28,1273,874,0.93
52,989,852,87,33,1033,868,0.93
52,1038,781,84,31,1080,797,0.91
53,1189,190,185,120,1282,251,0.97
53,419,609,122,48,480,634,0.95
53,584,773,120,45,645,796,0.95
53,1392,602,131,71,1458,638,0.94
53,992,854,90,34,1038,871,0.94
53,805,877,62,37,836,896,0.93
53,1039,782,82,32,1081,799,0.91
53,1238,863,66,26,1271,876,0.89
54,1189,185,183,121,1280,246,0.97
54,1386,595,133,73,1453,632,0.94
54,597,769,118,46,657,793,0.94
54,805,874,62,36,836,892,0.94
54,1232,858,72,29,1268,872,0.93
54,998,851,86,31,1041,867,0.93
54,419,604,119,49,479,629,0.91
54,1035,779,86,32,1078,795,0.71
55,1189,180,184,121,1281,241,0.97
55,1376,587,131,73,1442,624,0.95
55,618,767,116,47,676,790,0.95
55,1002,848,89,34,1046,865,0.93
55,805,871,62,37,836,890,0.93
55,1037,777,84,33,1080,794,0.93
55,420,601,121,49,481,626,0.93
55,1229,856,71,28,1265,870,0.93
56,1189,185,184,112,1281,241,0.97
56,1367,587,132,66,1433,620,0.94
56,632,767,117,42,691,788,0.94
56,420,604,123,42,482,625,0.93
56,807,870,59,37,836,889,0.93
56,1225,854,71,26,1261,868,0.93
56,1006,846,88,33,1050,863,0.93
56,1038,777,83,30,1080,792,0.91
57,1188,199,186,104,1282,251,0.97
57,1361,595,136,62,1429,627,0.95
57,643,777,114,42,701,799,0.94
57,422,611,119,42,481,632,0.94
57,1036,783,82,30,1077,798,0.93
57,1011,855,86,33,1054,871,0.93
57,1224,860,73,27,1260,874,0.93
57,803,876,62,38,835,896,0.9
58,1189,200,185,87,1281,244,0.97
58,1351,584,136,57,1419,613,0.93
58,802,869,63,40,834,889,0.92
58,662,770,112,45,718,792,0.92
58,1219,852,74,32,1257,869,0.92
58,1015,848,87,36,1059,866,0.92
58,429,606,114,39,487,625,0.91
58,1033,777,83,31,1075,793,0.52
59,1188,204,186,77,1281,243,0.96
59,1344,577,137,62,1413,609,0.94
59,1020,846,87,39,1063,865,0.94
59,677,770,110,45,733,793,0.93
59,426,605,120,40,486,625,0.91
59,1216,851,76,32,1254,867,0.89
59,800,865,63,38,832,884,0.83
59,1031,776,86,32,1074,792,0.8
60,1189,203,187,76,1283,242,0.96
60,1336,572,138,62,1405,603,0.94
60,689,772,111,45,744,794,0.93
60,427,605,121,39,488,625,0.92
60,1024,848,87,38,1067,867,0.91
60,1212,851,77,33,1251,868,0.9
60,799,865,63,40,831,885,0.88
61,1189,194,187,90,1283,240,0.97
61,1331,567,140,65,1401,600,0.95
61,698,773,110,46,753,796,0.94
61,1212,851,74,32,1249,867,0.91
61,794,867,68,32,829,884,0.89
61,436,606,110,36,491,624,0.88
61,1026,848,87,35,1070,866,0.82
62,1191,190,188,101,1285,241,0.97
62,1324,568,140,65,1395,601,0.95
62,712,780,110,43,767,802,0.94
62,1211,854,73,30,1248,869,0.93
62,431,608,121,41,491,629,0.93
62,1031,853,86,35,1075,871,0.93
62,794,872,64,39,826,892,0.92
62,1027,781,86,28,1071,795,0.89
63,1191,180,188,108,1286,235,0.97
63,1318,559,142,69,1389,594,0.95
63,722,780,110,40,778,800,0.94
63,1208,853,74,29,1246,867,0.93
63,792,871,63,38,824,890,0.93
63,1026,779,83,30,1068,795,0.93
63,1035,852,86,33,1078,868,0.93
63,436,607,121,40,497,627,0.92
64,1194,179,188,113,1288,236,0.97
64,1313,558,143,74,1385,595,0.95
64,732,785,108,42,787,806,0.94
64,1207,857,76,28,1245,871,0.94
64,1026,783,82,30,1067,798,0.94
64,1040,855,86,34,1083,873,0.93
64,789,874,63,36,821,893,0.93
64,436,611,124,42,498,632,0.93
65,1194,165,189,118,1288,224,0.97
65,1306,539,144,82,1379,580,0.95
65,743,779,108,40,797,799,0.94
65,786,869,64,37,818,888,0.94
65,1043,849,86,33,1086,866,0.94
65,440,604,123,43,501,626,0.93
65,1206,851,73,28,1242,865,0.93
65,1023,778,80,28,1063,792,0.92
66,1196,166,189,120,1290,226,0.97
66,1301,541,145,82,1374,582,0.96
66,752,785,108,39,806,805,0.94
66,1046,855,87,32,1089,871,0.94
66,1203,854,75,29,1241,868,0.94
66,781,873,65,36,814,891,0.93
66,1019,782,82,28,1061,796,0.93
66,444,607,120,45,505,630,0.9
67,1197,168,192,125,1293,231,0.97
67,1298,541,147,86,1371,584,0.95
67,759,791,107,43,813,813,0.94
67,445,613,123,46,507,636,0.94
67,1017,785,83,30,1059,801,0.93
67,1204,858,73,30,1240,873,0.93
67,777,877,66,38,810,896,0.93
67,1055,861,76,32,1093,877,0.93
68,1199,167,193,126,1296,231,0.97
68,1292,539,151,89,1368,584,0.95
68,766,796,108,41,820,817,0.94
68,1201,860,74,30,1239,875,0.93
68,449,616,120,45,510,638,0.93
68,1018,788,77,30,1056,803,0.92
68,1056,863,78,32,1096,879,0.92
68,774,878,64,33,807,895,0.92
69,1200,167,195,127,1298,231,0.97
69,1290,541,152,87,1366,585,0.95
69,452,618,122,47,513,642,0.94
69,771,799,108,41,826,820,0.94
69,1055,864,86,34,1098,882,0.94
69,1200,863,76,29,1238,878,0.94
69,770,880,65,39,803,899,0.93
69,1012,789,82,32,1054,805,0.93
70,1203,170,197,130,1302,235,0.97
70,1286,545,154,89,1363,590,0.96
70,455,625,122,46,516,648,0.95
70,779,809,108,41,833,830,0.94
70,1009,796,84,30,1051,811,0.93
70,764,887,67,38,798,906,0.93
70,1058,873,87,33,1102,890,0.93
70,1199,869,78,29,1238,883,0.93
71,1206,175,198,130,1305,240,0.97
71,1285,552,154,89,1363,597,0.95
71,460,632,121,46,521,656,0.94
71,783,818,110,41,838,838,0.94
71,760,890,67,39,793,910,0.94
71,1061,879,87,34,1105,897,0.93
71,1199,875,77,28,1238,889,0.93
71,1005,801,85,31,1048,816,0.93
72,1207,173,199,132,1307,239,0.97
72,1282,547,155,93,1360,594,0.96
72,788,819,110,42,843,840,0.94
72,463,634,123,46,524,657,0.94
72,755,891,68,39,789,911,0.93
72,1064,880,84,33,1106,897,0.93
72,1198,875,77,29,1237,890,0.93
72,1002,802,83,31,1044,818,0.93
73,1209,174,200,133,1309,241,0.97
73,1281,551,158,91,1360,597,0.95
73,466,637,122,46,528,660,0.94
73,793,824,108,38,847,843,0.94
73,1199,878,77,30,1237,893,0.94
73,750,894,69,39,785,913,0.94
73,1064,884,89,34,1108,901,0.94
73,1000,805,83,31,1042,820,0.94
74,1210,171,203,134,1311,238,0.97
74,1279,547,158,95,1358,595,0.95
74,796,826,109,42,850,847,0.94
74,1067,886,89,34,1111,903,0.94
74,472,639,121,47,533,662,0.94
74,744,896,71,39,780,915,0.94
74,1201,879,71,30,1237,894,0.93
74,995,806,81,30,1036,821,0.88
75,1212,169,204,136,1315,237,0.97
75,1277,546,161,97,1358,595,0.96
75,476,641,122,46,537,664,0.94
75,1069,888,86,36,1113,906,0.94
75,798,829,110,42,853,850,0.94
75,1198,881,77,30,1237,896,0.94
75,992,807,82,33,1033,824,0.94
75,739,896,70,39,775,916,0.92
76,1213,164,208,137,1317,233,0.97
76,1278,543,162,98,1359,592,0.96
76,1070,888,88,35,1115,906,0.95
76,801,828,109,43,856,850,0.94
76,1198,881,78,30,1237,896,0.94
76,480,642,122,45,542,664,0.94
76,734,897,70,37,769,916,0.93
76,990,809,78,30,1030,824,0.9
77,1215,161,209,138,1320,230,0.97
77,1278,541,164,100,1360,591,0.96
77,1070,890,90,34,1115,907,0.94
77,801,831,111,40,856,851,0.94
77,984,810,84,31,1026,825,0.94
77,486,643,121,46,547,666,0.94
77,1198,882,80,30,1238,897,0.94
77,728,898,72,40,765,918,0.93
78,1216,147,209,139,1321,217,0.97
78,1278,534,165,96,1361,582,0.96
78,491,638,121,47,552,662,0.94
78,802,822,110,44,857,844,0.94
78,1070,884,90,35,1116,902,0.94
78,724,892,72,41,760,913,0.94
78,1199,878,79,28,1238,892,0.93
78,980,806,82,30,1021,821,0.58
79,1217,139,210,144,1322,212,0.97
79,1280,528,165,96,1363,576,0.96
79,802,819,110,43,857,841,0.94
79,1070,881,91,37,1116,899,0.94
79,495,636,121,46,556,659,0.94
79,976,804,85,32,1019,820,0.94
79,720,891,72,39,756,911,0.93
79,1198,875,80,30,1238,890,0.93
80,1218,127,212,145,1325,200,0.97
80,1281,519,167,97,1365,568,0.96
80,1072,876,89,36,1117,894,0.95
80,503,632,119,46,563,656,0.95
80,802,814,110,44,857,836,0.94
80,1199,870,80,32,1239,886,0.93
80,973,800,82,33,1014,817,0.93
80,713,887,73,39,750,906,0.93
81,1220,117,212,146,1326,190,0.97
81,1284,512,168,99,1368,562,0.96
81,1071,873,89,36,1116,891,0.94
81,799,809,112,43,855,831,0.94
81,508,628,119,48,568,653,0.94
81,707,883,74,42,745,904,0.94
81,969,798,83,34,1011,815,0.93
81,1200,869,80,29,1240,883,0.93
82,1220,104,213,150,1326,179,0.97
82,1286,502,168,99,1370,552,0.96
82,796,803,112,42,853,824,0.94
82,515,624,117,48,574,648,0.94
82,1201,863,80,32,1241,879,0.94
82,1073,868,88,34,1117,885,0.94
82,965,794,84,35,1007,811,0.93
82,703,878,75,41,740,898,0.92
83,1222,99,215,148,1330,174,0.97
83,1291,502,169,99,1376,552,0.96
83,518,624,120,47,578,648,0.95
83,793,802,114,43,850,824,0.94
83,961,794,83,35,1003,812,0.94
83,1070,868,91,34,1115,885,0.94
83,1206,863,75,32,1244,879,0.93
83,696,878,76,42,735,899,0.93
84,1222,86,217,154,1331,163,0.97
84,1295,493,170,99,1380,543,0.96
84,1069,863,91,35,1115,880,0.95
84,788,794,113,45,845,817,0.95
84,524,620,119,47,583,644,0.94
84,1204,859,79,30,1244,874,0.93
84,959,791,81,32,999,807,0.93
84,691,873,77,42,729,895,0.93
85,1225,83,218,156,1335,162,0.97
85,1301,498,172,101,1388,548,0.96
85,1068,866,92,36,1114,884,0.94
85,783,797,115,46,840,821,0.94
85,527,624,121,46,588,647,0.94
85,684,876,78,42,723,898,0.94
85,955,794,81,32,996,810,0.93
85,1206,863,80,30,1247,878,0.92
86,1226,71,219,158,1336,150,0.97
86,1306,489,170,102,1391,540,0.96
86,1067,860,93,35,1113,878,0.94
86,778,790,115,46,836,813,0.94
86,532,620,119,44,592,642,0.94
86,952,789,83,35,994,807,0.93
86,1208,857,79,32,1248,873,0.93
86,681,871,77,43,719,893,0.93
87,1227,52,219,161,1337,132,0.97
87,1312,475,170,102,1398,526,0.96
87,770,779,117,44,829,801,0.94
87,1064,851,93,35,1111,869,0.94
87,675,863,78,43,714,885,0.94
87,1209,849,81,31,1250,865,0.94
87,947,783,87,33,990,800,0.94
87,539,611,118,47,598,634,0.92
88,1229,37,220,163,1339,119,0.97
88,1319,467,171,102,1405,519,0.96
88,762,770,117,45,821,793,0.95
88,1211,844,81,33,1252,861,0.94
88,1062,845,94,36,1109,863,0.93
88,544,605,115,49,602,630,0.93
88,669,858,80,42,709,879,0.93
88,944,779,84,31,986,795,0.92
89,1231,33,219,165,1341,116,0.97
89,1327,469,170,106,1412,522,0.96
89,756,769,117,47,815,793,0.94
89,545,607,118,49,604,631,0.94
89,1213,845,81,33,1254,862,0.94
89,1061,846,94,38,1108,865,0.94
89,665,859,80,42,705,880,0.93
89,943,782,82,31,984,798,0.92
90,1235,18,217,173,1343,105,0.97
90,1340,459,163,117,1422,518,0.96
90,746,764,116,50,804,790,0.95
90,1058,842,94,41,1105,863,0.94
90,1217,843,80,35,1258,861,0.94
90,656,856,83,46,698,879,0.93
90,937,779,86,33,980,796,0.93
90,548,603,118,51,607,629,0.92
91,1238,0,209,176,1343,88,0.97
91,1348,442,156,122,1426,503,0.96
91,738,751,116,53,796,778,0.95
91,1057,832,90,42,1102,854,0.94
91,1219,835,79,37,1259,854,0.94
91,652,845,85,50,695,870,0.93
91,934,771,83,38,975,790,0.92
91,555,593,114,48,612,617,0.89
92,1242,0,200,160,1342,80,0.96
92,1359,428,151,127,1435,492,0.95
92,560,584,113,59,616,614,0.94
92,726,735,112,59,782,765,0.94
92,646,837,86,48,689,862,0.94
92,931,764,82,39,972,784,0.93
92,1223,828,78,38,1262,847,0.93
92,1052,821,91,46,1098,844,0.93
