Frame,Box_leftX,Box_Uppery,Box_RightX,Box_LowerY
117,705,586,825,670
118,709,590,828,675
119,713,595,833,678
120,719,601,838,681
121,725,607,843,683
122,733,614,849,683
123,741,621,856,683
124,749,626,863,682
125,758,631,869,680
126,767,632,876,679
127,775,630,883,677
128,784,628,890,674
129,792,623,897,670
130,799,618,904,665
131,807,612,910,659
132,814,604,916,652
133,821,596,922,644
134,828,588,928,636
135,835,579,933,628
136,841,570,939,619
137,847,561,944,611
138,853,552,949,602
139,859,543,954,594
140,865,535,959,586
141,871,527,964,579
142,876,520,969,572
143,882,513,974,566
144,887,507,979,560
145,892,502,984,555
146,898,497,989,551
147,903,494,994,548
148,908,491,999,546
149,912,490,1004,544
150,917,489,1009,544
151,922,490,1014,544
152,926,491,1019,544
153,930,493,1024,546
154,934,495,1028,547
155,938,497,1032,549
156,941,500,1035,552
157,944,502,1038,554
158,946,504,1041,555
159,948,505,1042,557
160,950,506,1044,559
161,951,507,1045,560
162,953,507,1046,561
163,954,507,1047,561
164,955,508,1048,562
165,955,508,1049,562
166,956,508,1050,562
167,957,508,1051,562
168,958,508,1052,563
169,958,507,1053,563
170,959,507,1054,562
171,960,507,1055,562
172,961,506,1056,562
173,961,506,1058,562
174,962,505,1059,562
175,963,504,1060,561
176,963,503,1061,561
177,964,502,1062,562
178,964,500,1063,562
179,964,497,1064,563
180,964,495,1065,564
181,964,492,1066,565
182,963,489,1066,565
183,962,487,1065,566
184,960,485,1064,567
185,958,484,1063,567
186,956,483,1061,567
187,953,483,1058,567
188,950,483,1055,567
189,946,483,1052,567
190,942,484,1047,567
191,937,485,1042,567
192,932,487,1037,567
193,927,489,1031,567
194,921,491,1025,567
195,915,493,1018,566
196,909,496,1011,566
197,902,498,1004,566
198,895,500,997,565
199,888,502,989,565
200,881,503,982,565
201,874,505,974,565
202,866,505,967,566
203,859,504,961,568
204,852,502,955,570
205,845,500,949,572
206,839,498,944,574
207,833,496,939,576
208,829,495,935,578
209,825,494,931,580
210,821,494,928,581
211,819,495,925,581
212,817,496,923,581
213,816,498,922,581
214,816,501,921,581
215,816,505,920,580
216,817,509,920,579
217,819,514,921,577
218,820,518,921,576
219,822,522,922,575
220,824,524,923,576
221,826,525,924,577
222,827,526,925,578
223,829,527,926,578
224,829,529,927,579
225,830,530,927,580
226,830,532,927,580
227,830,533,927,582
228,829,532,925,586
229,827,530,923,589
230,825,528,920,590
231,821,526,916,591
232,816,526,912,590
233,809,526,906,588
234,801,528,900,583
235,793,528,893,577
236,784,525,885,575
237,776,523,877,574
238,766,521,868,573
239,756,515,861,576
240,746,508,853,579
241,738,501,846,582
242,731,493,839,584
243,726,487,833,586
244,723,481,828,587
245,721,477,824,587
246,720,475,822,587
247,721,474,822,586
248,723,475,824,585
249,726,478,827,584
250,730,483,832,581
251,735,490,838,578
252,741,499,844,574
253,749,509,849,570
254,758,516,855,566
255,766,519,861,568
256,773,520,868,569
257,780,521,874,570
258,787,523,879,571
259,794,524,885,572
260,800,526,890,574
261,806,529,896,575
262,812,531,901,577
263,817,534,905,580
264,821,531,908,587
265,825,528,912,592
266,828,526,915,596
267,829,525,915,597
268,828,526,914,595
269,825,529,911,591
270,821,534,907,584
271,817,534,904,578
272,813,532,900,578
273,808,531,896,577
274,803,529,892,577
275,798,529,887,577
276,794,529,883,577
277,789,529,879,576
278,783,529,875,576
279,777,530,870,575
280,771,529,865,574
281,765,527,859,574
282,758,525,853,573
283,751,523,846,572
284,743,521,840,571
285,736,519,833,570
286,728,518,827,569
287,719,517,820,567
288,710,515,813,565
289,701,513,806,563
290,691,509,797,560
291,681,505,788,558
292,671,501,778,555
293,659,497,769,553
294,648,492,760,551
295,636,488,751,550
296,624,485,742,549
297,613,480,733,548
298,602,473,724,550
299,593,464,716,552
300,585,453,708,555
301,580,444,701,557
302,577,437,695,558
303,575,433,691,557
304,574,431,690,556
305,574,431,691,555
306,576,433,694,554
307,579,437,699,553
308,583,443,705,551
309,589,452,712,548
310,597,463,719,544
311,606,474,726,540
312,616,482,733,539
313,626,485,741,540
314,634,488,748,542
315,642,490,755,544
316,650,492,762,546
317,658,494,768,548
318,665,497,774,550
319,672,500,780,552
320,679,503,785,555
321,686,506,791,558
322,692,510,796,561
323,698,513,802,564
324,704,516,806,566
325,709,518,812,569
326,714,515,817,575
327,720,508,823,581
328,728,502,829,588
329,737,496,836,592
330,747,493,843,595
331,757,492,852,596
332,768,495,862,595
333,780,502,873,593
334,792,510,884,589
335,805,520,895,584
336,819,528,906,581
337,834,534,918,579
338,846,536,929,580
339,858,537,942,581
340,870,538,954,582
341,881,539,965,584
342,890,535,976,590
343,897,530,986,596
344,904,525,994,600
345,909,522,1000,601
346,913,521,1004,601
347,916,522,1006,598
348,918,526,1007,592
349,920,530,1006,585
350,921,534,1005,577
351,922,532,1003,575
352,922,531,1001,575
353,921,529,1000,576
354,920,528,999,577
355,919,528,999,577
356,919,529,998,577
357,918,530,998,577
358,917,531,997,577
359,917,533,997,577
360,916,533,998,577
361,914,534,998,577
362,911,534,999,581
363,908,527,999,588
364,904,521,997,591
365,899,517,993,591
366,894,515,988,588
367,888,516,981,581
368,882,519,972,572
369,872,516,962,564
370,863,512,951,561
371,852,508,941,559
372,841,501,932,559
373,831,497,923,558
374,820,495,914,555
375,810,494,905,552
376,799,493,897,549
377,788,491,888,548
378,776,485,880,549
379,765,477,872,552
380,754,466,864,557
381,746,454,856,560
382,739,445,849,562
383,735,437,843,562
384,731,432,840,561
385,729,429,838,560
386,728,428,838,558
387,729,429,840,557
388,731,432,844,555
389,734,437,849,552
390,739,444,855,549
391,746,454,861,544
392,755,465,867,539
393,764,473,874,535
394,772,476,881,536
395,780,478,888,538
396,788,480,895,539
397,795,481,901,541
398,802,483,908,542
399,808,485,914,544
400,814,487,920,545
401,820,490,927,550
402,825,484,933,559
403,829,479,937,565
404,830,476,939,567
405,829,476,938,564
406,824,478,935,557
407,819,483,929,546
408,813,478,922,538
409,807,474,916,537
410,801,470,911,535
411,793,466,906,534
412,786,460,901,533
413,779,454,897,533
414,772,446,892,535
415,766,434,888,537
416,763,421,885,540
417,762,410,883,542
418,762,400,884,543
419,765,394,886,542
420,768,391,890,540
421,772,392,894,537
422,777,396,900,533
423,783,403,906,528
424,792,414,913,522
425,802,426,921,516
426,814,437,930,510
427,825,442,941,510
428,835,443,951,512
429,845,445,961,514
430,854,446,970,516
431,864,448,979,517
432,873,451,987,519
433,882,453,996,521
434,890,457,1004,524
435,899,460,1012,526
436,907,463,1021,529
437,914,466,1029,532
438,921,469,1036,535
439,928,472,1044,537
440,935,475,1051,540
441,942,477,1058,543
442,949,480,1065,545
443,956,482,1072,547
444,962,484,1079,549
445,968,486,1086,551
446,975,488,1093,553
447,981,490,1100,554
448,987,491,1107,556
449,993,491,1114,558
450,998,489,1121,561
451,1003,485,1127,565
452,1008,480,1133,569
453,1012,475,1138,573
454,1016,471,1142,576
455,1018,468,1145,579
456,1020,466,1146,581
457,1021,465,1146,581
458,1020,466,1145,581
459,1018,469,1143,580
460,1016,474,1140,577
461,1012,480,1136,574
462,1008,487,1131,571
463,1005,493,1126,568
464,1000,499,1120,566
465,996,502,1114,566
466,992,505,1108,566
467,987,506,1102,566
468,983,508,1097,567
469,978,509,1091,568
470,974,511,1086,569
471,970,512,1081,570
472,966,511,1077,572
473,961,508,1072,575
474,956,502,1068,580
475,950,496,1062,584
476,943,490,1055,589
477,935,485,1047,592
478,927,482,1039,594
479,919,482,1029,594
480,909,484,1019,594
481,900,488,1008,593
482,889,492,997,592
483,878,498,985,590
484,867,505,972,588
485,856,511,958,587
486,844,518,945,586
487,832,523,932,585
488,821,528,920,584
489,808,532,907,585
490,796,535,896,585
491,785,537,884,586
492,773,539,873,587
493,763,541,862,588
494,752,541,851,591
495,741,539,841,593
496,730,536,831,597
497,719,534,821,599
498,708,533,811,600
499,698,534,800,600
500,687,537,789,598
501,677,541,778,595
502,666,545,767,592
503,655,547,757,590
504,644,547,747,590
505,634,547,737,591
506,624,547,728,591
507,614,548,718,591
508,604,549,710,591
509,595,551,701,591
510,586,551,693,595
511,577,548,686,599
512,570,547,679,600
513,563,546,672,601
514,556,547,666,600
515,550,548,660,599
516,545,550,654,596
517,540,552,649,593
518,535,551,644,591
519,531,551,639,592
520,526,550,635,592
521,522,551,630,593
522,517,550,626,595
523,512,550,621,596
524,507,551,617,597
525,502,552,613,597
526,497,554,609,597
527,491,556,604,597
528,486,557,600,598
529,481,558,596,598
530,476,558,592,598
531,471,558,588,598
532,466,558,584,598
533,462,557,581,598
534,458,556,577,598
535,454,556,573,597
536,450,555,570,596
537,446,555,566,596
538,441,553,563,596
539,436,550,559,597
540,432,545,557,599
541,428,538,554,602
542,426,529,552,606
543,425,520,550,609
544,427,513,549,610
545,430,508,550,610
546,434,504,552,609
547,439,503,557,608
548,444,504,564,605
549,451,508,572,601
550,459,514,582,597
551,468,522,591,591
552,479,529,600,586
553,491,534,609,584
554,503,535,618,584
555,513,536,627,584
556,523,536,636,584
557,533,536,645,584
558,542,537,653,585
559,551,538,661,585
560,560,539,669,586
561,568,541,676,587
562,576,542,683,588
563,584,544,690,589
564,592,546,697,591
565,600,547,704,592
566,607,549,711,594
567,614,550,717,595
568,621,552,723,596
569,628,553,729,598
570,634,555,735,599
571,641,556,741,600
572,647,557,746,601
573,653,558,752,602
574,659,559,757,603
575,665,560,762,604
576,670,561,767,605
577,676,562,772,606
578,681,563,777,606
579,687,564,782,607
580,692,564,787,607
581,697,565,791,608
582,702,565,796,608
583,707,565,800,609
584,711,566,805,609
585,716,566,809,609
586,720,566,814,609
587,723,567,817,611
588,727,562,820,616
589,729,555,821,621
590,731,550,821,623
591,730,545,820,623
592,728,543,818,620
593,722,543,815,615
594,716,544,811,606
595,708,547,806,596
596,700,543,800,589
597,693,539,792,586
598,684,534,785,584
599,675,529,778,582
600,666,526,771,580
601,657,523,764,578
602,648,519,757,576
603,639,512,750,576
604,631,503,744,578
605,624,492,738,580
606,620,481,732,582
607,617,472,728,583
608,616,466,724,583
609,615,462,723,581
610,615,461,725,579
611,617,462,728,576
612,619,467,733,573
613,623,474,739,568
614,628,483,745,563
615,636,492,750,557
616,644,499,756,554
617,652,500,763,555
618,659,501,769,556
619,666,502,775,557
620,673,503,781,558
621,679,504,786,558
622,684,503,793,561
623,690,500,799,566
624,697,496,806,572
625,704,493,812,576
626,712,492,820,579
627,721,494,827,580
628,730,499,835,579
629,741,506,844,576
630,751,514,852,572
631,762,519,860,570
632,773,520,870,571
633,782,521,879,572
634,792,522,887,573
635,801,523,896,574
636,810,525,904,576
637,819,527,912,577
638,827,529,919,578
639,834,531,927,580
640,842,532,934,582
641,848,532,941,585
642,854,531,947,589
643,859,529,952,592
644,863,527,956,596
645,866,526,960,598
646,868,526,962,600
647,870,527,963,601
648,870,529,963,600
649,870,533,962,599
650,870,537,961,598
651,869,540,959,596
652,867,544,956,596
653,866,547,953,595
654,863,549,951,595
655,861,550,949,596
656,859,551,947,597
657,857,552,945,598
658,855,550,943,600
659,852,546,941,603
660,848,540,940,608
661,843,532,938,613
662,838,524,935,617
663,832,518,931,619
664,826,515,925,620
665,819,515,918,619
666,812,518,910,616
667,804,525,900,612
668,796,533,890,607
669,788,542,879,601
670,779,549,868,597
671,769,553,859,596
672,759,553,849,597
673,750,554,840,597
674,741,555,831,598
675,732,556,822,598
676,724,558,813,599
677,715,560,805,600
678,707,563,797,602
679,698,565,788,604
680,690,567,781,605
681,682,569,773,607
682,674,571,765,609
683,666,573,757,611
684,658,575,750,613
685,650,577,742,615
686,642,576,735,618
687,634,574,729,622
688,627,570,723,627
689,621,566,717,631
690,616,564,711,634
691,612,564,707,634
692,609,566,703,633
693,606,571,701,631
694,604,576,698,627
695,602,582,696,624
696,601,586,694,622
697,601,587,692,622
698,599,587,690,623
699,598,588,688,624
700,596,588,686,625
701,594,589,684,626
702,592,590,683,627
703,591,592,681,628
704,589,594,679,628
705,587,597,677,629
706,585,599,675,630
707,583,601,673,631
708,581,602,672,635
709,579,601,671,638
710,578,600,669,640
711,577,600,669,641
712,576,601,668,642
713,576,601,668,642
714,576,602,667,642
715,577,604,668,641
716,577,606,668,639
717,578,606,668,637
718,579,606,669,637
719,580,606,670,637
720,581,606,670,637
721,582,605,671,639
722,583,604,672,639
723,584,604,673,640
724,585,604,674,640
725,585,604,675,640
726,586,604,675,640
727,586,604,676,641
728,587,604,676,641
729,587,604,677,641
730,587,604,677,641
731,587,605,678,640
732,587,606,678,638
733,587,606,679,638
734,587,606,680,638
735,587,605,680,641
736,587,603,681,642
737,588,601,683,641
738,589,601,684,638
739,591,600,685,633
740,593,597,686,631
741,595,595,688,630
742,597,591,689,630
743,599,588,691,629
744,600,587,693,627
745,601,586,695,626
746,603,585,697,624
747,604,582,699,624
748,605,577,702,625
749,607,573,704,626
750,609,569,707,627
751,612,566,710,628
752,616,564,713,627
753,620,563,717,626
754,624,564,722,624
755,629,566,726,621
756,635,568,731,619
757,641,570,736,617
758,647,571,742,615
759,653,572,747,614
760,660,572,752,613
761,666,572,758,613
762,672,572,763,613
763,677,572,769,613
764,683,570,774,613
765,688,564,781,616
766,694,556,787,619
767,702,548,793,622
768,710,542,801,622
769,719,539,809,621
770,729,538,818,617
771,739,541,827,611
772,750,545,837,605
773,762,550,846,598
774,774,552,856,595
775,784,551,866,593
776,795,550,876,592
777,805,549,886,591
778,816,548,895,591
779,825,547,904,590
780,835,547,913,590
781,844,547,922,590
782,852,548,931,590
783,861,549,940,593
784,869,546,949,598
785,876,543,956,601
786,881,541,962,602
787,885,540,967,601
788,889,541,970,599
789,892,543,972,594
790,893,546,973,588
791,895,544,974,585
792,896,542,974,585
793,897,540,975,584
794,898,538,976,583
795,898,537,977,583
796,899,537,978,582
797,901,536,980,581
798,901,534,982,582
799,902,531,983,583
800,902,527,985,585
801,902,523,986,586
802,902,520,986,588
803,901,517,987,589
804,900,515,986,590
805,899,514,985,590
806,897,514,984,590
807,895,515,982,589
808,892,516,979,589
809,889,519,976,588
810,885,522,972,586
811,882,526,968,585
812,878,529,963,583
813,873,529,959,584
814,868,527,955,587
815,864,524,952,589
816,861,522,949,591
817,858,520,946,593
818,856,520,944,594
819,854,519,943,594
820,853,520,942,595
821,853,521,942,595
822,854,522,942,595
823,855,523,943,596
824,857,525,944,595
825,860,528,946,595
826,863,531,948,593
827,867,535,950,592
828,870,538,953,591
829,873,538,956,593
830,875,539,959,594
831,878,539,961,595
832,880,539,963,597
833,881,540,964,597
834,883,541,965,598
835,884,544,966,598
836,885,546,966,598
837,886,549,966,598
838,886,552,966,598
839,886,555,966,598
840,886,556,965,598
841,886,558,965,599
842,885,559,964,599
843,884,560,963,600
844,882,561,962,600
845,881,562,960,602
846,879,563,958,603
847,876,563,956,604
848,873,563,953,605
849,870,563,949,606
850,866,564,945,605
851,861,564,940,604
852,856,563,936,601
853,851,562,931,601
854,846,561,926,601
855,840,561,920,601
856,835,560,915,601
857,829,559,909,601
858,823,559,904,601
859,817,559,898,600
860,810,557,893,601
861,804,553,889,603
862,799,548,884,606
863,794,542,880,609
864,790,536,876,612
865,788,531,873,614
866,786,527,870,615
867,786,524,869,616
868,787,522,870,615
869,789,523,871,614
870,791,527,873,611
871,794,532,877,607
872,799,539,881,602
873,804,545,885,597
874,810,552,889,593
875,815,552,894,594
876,820,553,899,594
877,825,553,903,594
878,829,552,907,599
879,833,547,911,603
880,836,543,914,607
881,837,541,915,608
882,836,540,915,607
883,834,541,912,604
884,831,543,909,599
885,826,547,904,593
886,822,548,901,588
887,818,548,897,588
888,814,547,892,588
889,808,547,888,588
890,804,547,884,589
891,799,547,880,589
892,794,548,876,590
893,790,549,871,590
894,785,550,867,591
895,780,551,863,592
896,775,551,859,592
897,771,552,855,593
898,766,553,851,594
899,762,554,847,595
900,757,554,843,596
901,753,555,838,597
902,749,555,834,597
903,745,556,829,598
904,742,556,824,598
905,739,555,819,599
906,736,555,817,599
907,734,554,815,599
908,728,554,813,600
909,721,553,811,599
910,715,552,810,599
911,709,551,808,599
912,703,550,807,598
913,696,549,805,597
914,690,548,803,597
915,684,547,801,596
916,678,546,798,595
917,673,545,795,594
918,668,545,792,594
919,663,544,788,593
920,659,544,784,592
921,655,544,779,592
922,652,544,774,591
923,649,544,768,590
924,647,544,762,590
925,645,543,755,590
926,644,542,748,590
927,643,541,745,591
928,637,539,745,591
929,629,538,743,591
930,622,537,742,591
931,614,536,740,591
932,608,535,737,591
933,601,534,733,590
934,596,533,729,590
935,590,532,724,590
936,586,531,719,589
937,581,531,713,588
938,578,530,706,587
939,575,529,698,586
940,572,529,690,584
941,570,529,682,583
942,569,528,673,581
943,568,526,665,580
944,564,523,665,579
945,553,521,664,579
946,543,519,662,578
947,533,517,660,576
948,524,515,658,575
949,515,513,654,574
950,506,511,650,572
951,498,509,645,570
952,491,507,640,568
953,484,506,634,566
954,478,504,627,563
955,473,503,619,561
956,468,502,611,558
957,464,501,603,555
958,461,498,593,553
959,458,494,583,552
960,457,490,581,550
961,446,486,580,549
962,435,483,578,548
963,425,480,575,546
964,415,477,571,544
965,406,474,567,542
966,397,471,562,540
967,389,468,557,538
968,382,466,551,536
969,376,463,544,533
970,369,460,537,530
971,364,454,530,529
972,359,444,524,531
973,356,433,518,532
974,354,422,512,533
975,354,412,508,533
976,357,405,505,532
977,360,399,505,530
978,364,397,507,526
979,369,398,511,521
980,375,402,517,515
981,383,408,524,508
982,393,414,530,501
983,404,420,536,494
984,415,423,542,490
985,425,423,549,490
986,434,423,556,490
987,443,422,562,488
988,450,420,567,489
989,457,419,573,490
990,463,419,579,491
991,470,420,585,491
992,476,421,590,492
993,482,422,595,492
994,488,423,601,493
995,494,424,606,494
996,499,425,611,495
997,504,426,615,496
998,508,427,619,497
999,511,428,624,497
1000,514,429,629,497
1001,517,430,634,497
1002,519,431,639,497
1003,522,431,643,497
1004,525,431,648,497
1005,527,431,652,497
1006,530,432,655,497
1007,533,432,659,497
1008,535,432,663,497
1009,538,432,666,497
1010,540,433,669,498
1011,542,432,672,498
1012,544,432,675,498
1013,546,432,678,498
1014,547,431,681,498
1015,549,427,685,500
1016,551,421,688,503
1017,553,416,692,505
1018,557,411,696,508
1019,562,407,700,509
1020,568,405,705,509
1021,574,405,712,508
1022,581,407,718,507
1023,590,411,726,504
1024,599,415,733,501
1025,608,420,741,498
1026,618,425,749,496
1027,629,428,757,495
1028,639,429,766,496
1029,648,429,774,496
1030,658,430,782,497
1031,667,431,790,498
1032,676,433,797,500
1033,684,435,805,502
1034,693,438,812,504
1035,701,441,819,506
1036,709,444,827,509
1037,717,447,833,511
1038,724,450,840,513
1039,732,452,847,515
1040,739,453,853,517
1041,746,455,860,519
1042,753,455,866,520
1043,759,455,872,522
1044,766,454,878,524
1045,771,453,884,526
1046,776,451,889,529
1047,781,449,894,531
1048,786,447,899,533
1049,789,445,902,534
1050,792,444,905,535
1051,795,443,908,535
1052,797,444,909,535
1053,799,445,910,535
1054,800,447,910,535
1055,800,450,910,535
1056,800,453,909,536
1057,800,457,908,538
1058,799,461,907,540
1059,798,466,905,543
1060,797,471,903,547
1061,795,477,900,551
1062,793,483,898,554
1063,791,490,894,558
1064,788,496,891,561
1065,785,502,888,564
1066,783,508,884,566
1067,780,513,880,569
1068,777,518,876,571
1069,773,522,873,573
1070,770,525,869,575
1071,767,528,865,577
1072,764,529,862,578
1073,760,530,858,578
1074,757,531,855,579
1075,754,531,851,579
1076,751,532,848,579
1077,748,533,844,580
1078,745,534,841,580
1079,742,535,838,582
1080,738,538,834,584
1081,735,540,831,586
1082,732,544,828,589
1083,729,548,824,593
1084,726,553,821,597
1085,723,558,818,602
1086,719,564,815,607
1087,716,571,811,613
1088,713,577,808,618
1089,709,584,805,623
1090,706,591,802,628
1091,703,596,799,633
1092,699,601,796,637
1093,696,606,793,641
1094,693,609,791,644
1095,690,611,789,647
1096,688,612,786,649
1097,686,612,785,650
1098,684,611,783,649
1099,682,611,782,648
1100,681,609,781,646
1101,680,608,780,644
1102,679,606,779,642
1103,679,605,778,640
1104,678,604,778,640
1105,678,603,777,639
1106,678,602,777,638
1107,677,601,777,638
1108,677,600,777,638
1109,677,598,776,638
1110,676,597,776,639
1111,676,596,776,639
1112,675,595,776,639
1113,675,594,775,639
1114,674,594,775,638
1115,673,593,775,637
1116,671,591,775,637
1117,670,586,775,639
1118,669,581,776,641
1119,669,576,776,643
1120,670,571,777,643
1121,671,569,779,643
1122,673,568,781,642
1123,676,569,783,640
1124,679,572,787,637
1125,683,575,790,634
1126,688,579,793,631
1127,693,582,797,628
1128,697,582,801,628
1129,702,583,805,628
1130,707,583,809,629
1131,711,583,813,629
1132,715,583,817,629
1133,719,583,820,629
1134,723,584,824,629
1135,727,584,827,629
1136,730,584,831,629
1137,734,584,834,629
1138,737,585,837,630
1139,741,585,840,630
1140,744,585,843,630
1141,747,585,846,630
1142,750,585,849,630
1143,753,585,852,630
1144,756,585,855,630
1145,759,585,858,630
1146,761,585,860,630
1147,764,585,863,630
1148,767,584,865,630
1149,769,584,868,630
1150,772,584,870,630
1151,774,583,872,630
1152,776,583,875,629
1153,779,583,877,629
1154,781,582,879,629
1155,783,582,881,629
1156,785,582,883,628
1157,787,581,885,628
1158,789,581,887,628
1159,791,581,889,628
1160,792,581,891,629
1161,794,582,893,629
1162,796,583,895,630
1163,798,584,897,631
1164,800,583,899,633
1165,800,580,901,636
1166,801,575,903,640
1167,801,569,904,643
1168,800,563,905,646
1169,799,557,906,648
1170,797,553,905,649
1171,794,551,902,648
1172,791,551,899,647
1173,788,552,895,645
1174,783,555,890,643
1175,778,559,884,640
1176,773,564,878,637
1177,768,569,871,635
1178,762,574,863,632
1179,756,578,856,631
1180,749,580,849,630
1181,742,582,842,630
1182,735,584,835,630
1183,728,585,829,630
1184,721,587,822,631
1185,714,588,815,631
1186,707,589,809,631
1187,701,590,802,632
1188,694,590,796,632
1189,687,591,790,633
1190,681,591,783,633
1191,674,591,778,635
1192,667,589,772,636
1193,661,587,766,639
1194,656,585,761,641
1195,651,583,757,643
1196,646,582,752,644
1197,642,582,748,644
1198,639,584,745,643
1199,636,587,741,641
1200,634,591,738,639
1201,632,595,735,637
1202,630,596,733,637
1203,628,597,730,637
1204,627,597,728,638
1205,624,598,726,639
1206,622,599,723,639
1207,620,599,721,640
1208,618,600,718,640
1209,615,601,716,641
1210,613,601,714,641
1211,610,600,712,644
1212,608,596,710,647
1213,607,591,708,651
1214,606,587,707,655
1215,607,584,707,657
1216,608,583,707,657
1217,610,584,709,655
1218,613,588,711,652
1219,616,594,714,647
1220,620,600,716,642
1221,625,603,719,639
1222,629,603,722,639
1223,633,603,725,639
1224,637,603,728,639
1225,640,603,731,638
1226,643,604,734,638
1227,646,605,736,638
1228,649,606,739,638
1229,652,608,741,638
1230,655,610,744,640
1231,658,610,746,642
1232,661,610,749,643
1233,663,610,751,644
1234,666,610,754,645
1235,669,611,757,645
1236,673,611,760,645
1237,676,612,763,644
1238,679,612,766,643
1239,683,613,769,642
1240,687,614,772,642
1241,691,613,775,643
1242,693,612,778,645
1243,696,612,781,645
1244,699,612,784,647
1245,701,612,786,647
1246,703,612,788,646
1247,704,611,789,646
1248,706,610,790,646
1249,707,609,791,646
1250,708,608,792,645
1251,708,608,793,645
1252,709,608,793,645
1253,710,608,794,645
1254,710,608,795,644
1255,710,607,795,644
1256,710,607,795,643
1257,711,606,796,643
1258,710,606,795,643
1259,710,605,796,642
1260,710,605,796,642
1261,710,605,796,642
1262,709,604,795,641
1263,709,604,795,641
1264,709,604,795,641
1265,708,603,795,641
1266,708,603,795,641
1267,707,603,794,641
1268,707,604,794,641
1269,706,604,794,642
1270,706,605,793,643
1271,705,606,793,643
1272,704,607,793,645
1273,703,609,792,646
1274,703,611,792,649
1275,702,613,791,651
1276,701,617,790,655
1277,700,621,790,659
1278,699,626,789,663
1279,697,631,788,668
1280,696,637,787,673
1281,695,643,787,679
1282,693,649,786,685
1283,692,655,785,690
1284,690,661,783,696
1285,688,667,782,701
1286,686,672,782,706
1287,685,674,781,712
1288,683,675,780,717
1289,681,676,780,720
1290,681,677,779,722
1291,680,679,779,723
1292,680,681,779,722
1293,680,681,779,720
1294,681,679,780,719
1295,681,676,780,718
1296,682,673,781,716
1297,683,670,782,714
1298,684,668,783,710
1299,686,668,784,707
1300,687,667,785,704
1301,689,665,786,702
1302,690,664,788,701
1303,691,663,789,700
1304,692,663,790,699
1305,693,662,791,699
1306,694,662,791,699
1307,694,662,792,699
1308,695,662,793,699
1309,695,662,793,699
1310,696,662,794,699
1311,696,663,794,699
1312,696,663,795,700
1313,697,663,795,701
1314,697,664,796,701
1315,697,665,796,703
1316,696,666,796,704
1317,696,668,797,705
1318,696,668,797,707
1319,696,668,797,710
1320,696,668,798,712
1321,696,668,799,714
1322,696,667,800,715
1323,697,667,801,715
1324,699,667,802,714
1325,700,668,803,712
1326,702,669,804,710
1327,704,670,806,708
1328,706,669,807,708
1329,708,668,809,707
1330,709,668,810,707
1331,711,668,812,707
1332,712,667,813,706
1333,713,667,815,706
1334,715,667,816,706
1335,716,667,818,706
1336,717,667,819,706
1337,718,667,820,707
1338,719,668,821,707
1339,720,668,823,708
1340,720,669,824,708
1341,721,669,825,709
1342,722,670,826,709
1343,722,670,827,710
1344,723,670,827,710
1345,723,671,828,711
1346,724,671,829,711
1347,724,671,830,712
1348,724,672,830,713
1349,724,673,831,713
